SITE_ID	VISIT_NO	MONTH	DAY	YEAR	SITE_TYPE	LAKE_SAMP	TNT	LON_DD	LAT_DD	FLD_LON_DD	FLD_LAT_DD	FLD_SRC	ST	EPA_REG	NESLAKE	NESLAKE_ID	STRATUM	PANEL	MDCATY	WGT	WGT_NLA	ADJWGT_CAT	URBAN	WSA_ECO3	WSA_ECO9	ECO_LEV_3	NUT_REG	ECO_NUTA	LAKE_ORIGIN	ECO3_X_ORIGIN	REF_CLUSTER	RT_NLA	REF_NUTR	AREA_HA	LAKEAREA	LAKEPERIM	SLD	DEPTH_X	DEPTHMAX	ELEV_PT	HUC_2	HUC_8	REACHCODE	COM_ID	STATUS_VER	STATUS_FLD	STATUS_DSK	PERM_WATER	NON_SALINE	SRFC_AREA	METER_DEEP	OPEN_WATER	AQUACULTUR	DISPOSAL	SEWAGE	EVAPORATE	PHYS_ACCES	FLAG_INFO	COMMENT_INFO	SAMPLED_PROFILE	SAMPLED_SECCHI	SAMPLED_ASSESS	SAMPLED_PHAB	INDXSAMP_PHAB	SAMPLED_CHEM	INDXSAMP_CHEM	SAMPLED_CHLA	INDXSAMP_CHLA	SAMPLED_ZOOP	INDXSAMP_ZOOP	SAMPLED_PHYT	INDXSAMP_PHYT	SAMPLED_CORE	INDXSAMP_CORE	SAMPLED_INF	INDXSAMP_INF	SAMPLED_ENTE	INDXSAMP_ENTE	SAMPLED_MICR	INDXSAMP_MICR	SAMPLED_SDHG	INDXSAMP_SDHG	VISIT_ID	FID_1
NLA06608-1867	1	7	18	2007	PROB_Lake	Target_Sampled	Target	-85.97905159	41.04149545	-85.9775	41.039722	Index_site	IN	Region_5			NLALake	OverSamp	0.028613421	34.61219685	10.83110054	IN	FALSE	PLNLOW	UMW	56	VII	VII	NATURAL	PLNLOW NATURAL	E	SO-SO	N	22.21762741	0.222176274	2.221228151	1.329350175	3.5	3.5	259.1	05	05120106	05120106002051	18486266	Target_Sampled			Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8465	1960
NLA06608-1868	1	8	15	2007	PROB_Lake	Target_Sampled	Target	-96.71830238	34.95364916	-96.70738	34.95568	Index_site	OK	Region_6			NLALake	OverSamp	0.07157412	13.83703171	3.800212608	OK	FALSE	PLNLOW	SPL	29	IX	IX	MAN-MADE	PLNLOW MAN-MADE	C	SO-SO	N	533.1238903	5.331238903	26.92223448	3.289213758	8.7	9	281.09	11	11090202	11090202001666	6027864	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8466	1961
NLA06608-1871	1	7	19	2007	PROB_Lake	Target_Sampled	Target	-85.8149094	33.32111369	-85.80933	33.32104	Index_site	AL	Region_4			NLALake	OverSamp	0.020316686	48.7467974	15.24660781	AL	FALSE	EHIGH	SAP	45	IX	IX	MAN-MADE	EHIGH MAN-MADE	A	REF	Y	22.42068279	0.224206828	4.766494262	2.83968211	9.3	9.3	317.68	03	03150109	03150109001694	22033983	Target_Sampled	Sampleable	Do_Field	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8467	1964
NLA06608-1873	1	9	11	2007	PROB_Lake	Target_Sampled	Target	-123.2647195	47.48799465	-123.22527	47.450809	Index_site	WA	Region_10			NLALake	OverSamp	0.033801553	29.29964099	8.741017273	WA	FALSE	WMTNS	WMT	1	II	II	NATURAL	WMTNS NATURAL	F	SO-SO	N	1551.859003	15.51859003	34.96403318	2.503747114	44.8	44.8	225.08	17	17110017	17110017000182	24286248	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Lost sample)	YES	YES (LOST SAMPLE)	YES	YES	YES	YES	YES	YES	YES	8468	1966
NLA06608-1874	1	8	14	2007	PROB_Lake	Target_Sampled	Target	-111.4149738	40.95544299	-111.42631	40.96439	Index_site	UT	Region_8	NESLake	4904	NLALake	OverSamp	0.12642225	7.833853361	2.500256737	UT	FALSE	WMTNS	WMT	19	II	II	MAN-MADE	WMTNS MAN-MADE	G	SO-SO	N	536.6411929	5.366411929	17.48393431	2.129081228	18.9	18.9	1695	16	16020101	16020101000841	10091588	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8469	1967
NLA06608-1879	1	8	22	2007	PROB_Lake	Target_Sampled	Target	-97.15487079	44.53735651	-97.14407	44.53042	Index_site	SD	Region_8	NESLake	4601	NLALake	OverSamp	0.12642225	7.833853361	3.957354262	SD	FALSE	PLNLOW	TPL	46	VI	VI	NATURAL	PLNLOW NATURAL	E	SO-SO	N	1472.933627	14.72933627	27.65057059	2.032392469	2.1	2.1	502.57	10	10170201	10170201003127	2485496	Target_Sampled		Not_sampleable	Yes	Yes	Yes	No	Yes					Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8470	1972
NLA06608-1884	1	7	18	2007	PROB_Lake	Target_Sampled	Target	-91.53532783	41.79161289	-91.57223	41.79397	Index_site	IA	Region_7			NLALake	OverSamp	0.026061152	38.00190262	16.47672648	IA	FALSE	PLNLOW	TPL	47	VI	VI	MAN-MADE	PLNLOW MAN-MADE	C	SO-SO	N	39.9966532	0.399966532	5.512190164	2.458710713	13.4	13.4	218.59	07	07080208	07080208002485	17539867	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8472	1977
NLA06608-1893	1	7	12	2007	PROB_Lake	Target_Sampled	Target	-117.1542995	41.40500676	-117.17538	41.40599	Index_site	NV	Region_9			NLALake	OverSamp	0.149293336	6.633741306	1.036696107	NV	FALSE	WMTNS	XER	13	III	III	MAN-MADE	WMTNS MAN-MADE	G	TRASH	N	881.7682044	8.817682044	37.47884666	3.560443255	7	7	1413.13	16	16040109	16040109001497	11137894	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8474	1986
NLA06608-1894	1	8	8	2007	PROB_Lake	Target_Sampled	Target	-121.7456252	44.02665452	-121.74327	43.99996	Index_site	OR	Region_10			NLALake	OverSamp	0.020431306	48.47332577	10.83066738	OR	FALSE	WMTNS	WMT	4	II	II	NATURAL	WMTNS NATURAL	F	SO-SO	N	32.89834493	0.328983449	3.069537967	1.50966662	3	3	1655.84	17	17070301	17070301000857	23703939	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8475	1987
NLA06608-1906	1	7	20	2007	PROB_Lake	Target_Sampled	Target	-71.55317818	41.8621338	-71.55363	41.86658	Index_site	RI	Region_1			NLALake	OverSamp	0.141351624	7.006451998	1.377002681	RI	TRUE	EHIGH	NAP	59	XIV	CPL	MAN-MADE	EHIGH MAN-MADE	B	SO-SO	N	50.60959858	0.506095986	6.377358742	2.528829036	3.5	3.5	82.78	01	01090004	01090004002621	6127083	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8477	1999
NLA06608-1908	1	8	7	2007	PROB_Lake	Target_Sampled	Target	-86.6622935	38.06356571	-86.673611	38.0725	Index_site	IN	Region_5			NLALake	OverSamp	0.012788244	77.44404965	24.23435564	IN	FALSE	EHIGH	SAP	71	IX	IX	MAN-MADE	EHIGH MAN-MADE	A	SO-SO	N	15.19424999	0.1519425	2.535227566	1.834730931	6.1	6.1	137.66	05	05140201	05140201000864	10106661	Target_Sampled			Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8478	2001
NLA06608-1910	1	7	11	2007	PROB_Lake	Target_Sampled	Target	-87.80067574	45.87339726	-87.79702	45.87787	Index_site	MI	Region_5			NLALake	OverSamp	0.005801054	170.7230091	93.13153221	MI_UP	FALSE	PLNLOW	UMW	50	VIII	VIII	NATURAL	PLNLOW NATURAL	E	REF	Y	31.72826483	0.317282648	3.098881525	1.551946979	1.8	1.8	312.08	04	04030108	04030108001770	6840263	Target_Sampled			Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8479	2003
NLA06608-1930	1	7	24	2007	PROB_Lake	Target_Sampled	Target	-111.4734759	44.10051186	-111.49667	44.09445	Index_site	ID	Region_10			NLALake	OverSamp	0.082016845	12.07524339	3.74318274	ID	FALSE	WMTNS	XER	12	III	III	MAN-MADE	WMTNS MAN-MADE	F	SO-SO	N	144.1652689	1.441652689	19.3643789	4.549548685	8	8	1571.27	17	17040202	17040202001326	24465860	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8481	2023
NLA06608-1936	1	9	13	2007	PROB_Lake	Target_Sampled	Target	-90.78180772	38.79320182	-90.7712	38.79973	Index_site	MO	Region_7			NLALake	OverSamp	0.045232698	21.89507638	5.825117208	MO	TRUE	PLNLOW	TPL	72	IX	IX	MAN-MADE	PLNLOW MAN-MADE	E	SO-SO	N	174.9011065	1.749011065	15.59117931	3.325659303	5.5	5.5	149.38	07	07110009	07110009000991	879024	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8482	2029
NLA06608-1948	1	8	21	2007	PROB_Lake	Target_Sampled	Target	-100.645836	42.53347335	-100.64548	42.53281	Index_site	NE	Region_7			NLALake	OverSamp	0.06081946	16.2838239	4.160811284	NE	FALSE	PLNLOW	SPL	44	IV	IVnat	NATURAL	PLNLOW NATURAL	E	SO-SO	Y	177.8716474	1.778716474	10.93167011	2.312215039	1.2	1.2	890.33	10	10150004	10150004001395	16031172	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8483	2041
NLA06608-1953	1	8	25	2007	PROB_Lake	Target_Sampled	Target	-113.4075253	47.09945654	-113.4154	47.1031	Index_site	MT	Region_8			NLALake	OverSamp	0.025617716	38.65970627	8.362490243	MT	FALSE	WMTNS	WMT	17	II	II	NATURAL	WMTNS NATURAL	F	SO-SO	N	256.4082239	2.564082239	15.17081365	2.672624631	12.5	12.5	1190	17	17010203	17010203003577	22926950	Target_Sampled			Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8484	2046
NLA06608-1958	1	8	27	2007	PROB_Lake	Target_Sampled	Target	-122.4216059	43.66297627	-122.42415	43.66955	Index_site	OR	Region_10	NESLake	4104	NLALake	OverSamp	0.12642225	7.833853361	1.750361848	OR	TRUE	WMTNS	WMT	4	II	II	MAN-MADE	WMTNS MAN-MADE	F	SO-SO	N	1062.111112	10.62111112	48.0457533	4.15877188	43.8	43.8	471.43	17	17090001	17090001001096	23756364	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8485	2051
NLA06608-1959	1	6	11	2007	PROB_Lake	Target_Sampled	Target	-98.27345753	45.74264146	-98.27959	45.73077	Index_site	SD	Region_8	NESLake	4626	NLALake	OverSamp	0.12642225	7.833853361	3.957354262	SD	FALSE	PLNLOW	TPL	46	VI	VI	MAN-MADE	PLNLOW MAN-MADE	E	SO-SO	N	2155.092669	21.55092669	56.66295295	3.443192446	1.4	1.4	392	10	10160003	10160003007556	11473406	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	NO	YES	NO CORE SAMPLE	YES	YES	YES	YES	YES	YES	YES	8486	2052
NLA06608-1960	1	8	23	2007	PROB_Lake	Target_Sampled	Target	-95.95265017	36.89068214	-95.95436	36.90606	Index_site	OK	Region_6			NLALake	OverSamp	0.034862274	28.40816871	7.802040437	OK	FALSE	PLNLOW	TPL	40	IX	IX	MAN-MADE	PLNLOW MAN-MADE	C	SO-SO	Y	1146.982749	11.46982749	47.53140663	3.95910748	5.1	5.1	212.12	11	11070106	11070106002616	21783714	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8487	2053
NLA06608-1968	1	8	23	2007	PROB_Lake	Target_Sampled	Target	-108.1899505	48.13399568	-108.18419	48.13084	Index_site	MT	Region_8			NLALake	OverSamp	0.106610136	9.289673676	2.009451518	MT	FALSE	PLNLOW	NPL	42	V	V	MAN-MADE	PLNLOW MAN-MADE	E	SO-SO	N	87.76730968	0.877673097	5.108275656	1.538165265	1.8	1.8	768.42	10	10050014	10050014001246	12295038	Target_Sampled			Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8488	2061
NLA06608-1975	1	8	8	2007	PROB_Lake	Target_Sampled	Target	-95.12645329	43.34114476	-95.15215	43.38135	Index_site	IA	Region_7	NESLake	1915	NLALake	OverSamp	0.12642225	7.833853361	3.396573599	IA	TRUE	PLNLOW	TPL	47	VI	VI	NATURAL	PLNLOW NATURAL	C	SO-SO	N	2359.151035	23.59151035	65.34002305	3.794866291	32	32	425.51	10	10230003	10230003002642	14619466	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8489	2068
NLA06608-1985	1	7	21	2007	PROB_Lake	Target_Sampled	Target	-116.7986927	47.44868765	-116.80582	47.59363	Index_site	ID	Region_10	NESLake	1603	NLALake	OverSamp	0.12642225	7.833853361	2.428401958	ID	TRUE	WMTNS	WMT	15	II	II	NATURAL	WMTNS NATURAL	F	REF	N	12489.8239	124.898239	228.2143544	5.760495848	48.8	48.8	647.7	17	17010303	17010303000465	24381227	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8491	2078
NLA06608-1989	1	8	2	2007	PROB_Lake	Target_Sampled	Target	-114.8909997	42.20289954	-114.89079	42.21241	Index_site	ID	Region_10			NLALake	OverSamp	0.082016845	12.07524339	3.74318274	ID	FALSE	WMTNS	XER	80	III	III	MAN-MADE	WMTNS MAN-MADE	F	SO-SO	N	393.036586	3.93036586	17.50234236	2.490432375	11.3	11.3	1593	17	17040213	17040213001831	23203398	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8492	2082
NLA06608-1992	1	9	20	2007	PROB_Lake	Target_Sampled	Target	-96.06121126	32.45275022	-96.062546	32.452379	Index_site	TX	Region_6			NLALake	OverSamp	0.001312891	754.345388	210.5049403	TX	FALSE	PLNLOW	CPL	33	IX	IX	MAN-MADE	PLNLOW MAN-MADE	D	TRASH	N	4.869929972	0.0486993	1.156457427	1.478302664	4	4	115.81	12	12030107	12030107000792	1299536	Target_Sampled			Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8493	2085
NLA06608-1998	1	8	6	2007	PROB_Lake	Target_Sampled	Target	-88.11725533	46.60064001	-88.1203	46.59939	Index_site	MI	Region_5			NLALake	OverSamp	0.015710232	63.04002137	34.38911844	MI_UP	FALSE	PLNLOW	UMW	50	VIII	VIII	NATURAL	PLNLOW NATURAL	C	REF	N	52.5907937	0.525907937	5.017741367	1.951859163	6.9	7	525.63	04	04030107	04030107001038	6827873	Target_Sampled			Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8494	2092
NLA06608-1998	2	9	11	2007	PROB_Lake	Target_Sampled	Target	-88.11725533	46.60064001	-88.12184	46.59917	Index_site	MI	Region_5			NLALake	OverSamp	0.015710232	63.04002137	34.38911844	MI_UP	FALSE	PLNLOW	UMW	50	VIII	VIII	NATURAL	PLNLOW NATURAL	C	REF	N	52.5907937	0.525907937	5.017741367	1.951859163	6.2	6.2	525.63	04	04030107	04030107001038	6827873	Target_Sampled			Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing			YES	YES	YES	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES (Both)	NO	NO LAB DATA	NO	YES	NO	YES	NO	YES	NO	8495	2091
NLA06608-2005	1	7	12	2007	PROB_Lake	Target_Sampled	Target	-116.1124743	42.29737384	-116.11639	42.29401	Index_site	ID	Region_10			NLALake	OverSamp	0.09031038	10.96632932	3.399432485	ID	FALSE	WMTNS	XER	80	III	III	MAN-MADE	WMTNS MAN-MADE	G	TRASH	N	56.64041145	0.566404114	4.915461325	1.84245187	2.6	2.6	1651	17	17050104	17050104002556	23326734	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8496	2099
NLA06608-2007	1	6	24	2007	PROB_Lake	Target_Sampled	Target	-97.32017864	45.75699008	-97.32086	45.75558	Index_site	SD	Region_8			NLALake	OverSamp	0.025426321	38.95071386	19.67636697	SD	FALSE	PLNLOW	TPL	46	VI	VI	NATURAL	PLNLOW NATURAL	E	SO-SO	N	54.11512029	0.541151203	5.318688804	2.039578074	2.2	2.2	583.97	07	07020001	07020001003377	4068930	Target_Sampled		Do_Field	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8497	2101
NLA06608-2010	1	7	19	2007	PROB_Lake	Target_Sampled	Target	-89.30335606	31.19633242	-89.303333	31.11643	Index_site	MS	Region_4			NLALake	OverSamp	0.00679811	145.683643	72.09075834	MS	FALSE	PLNLOW	CPL	65	IX	IX	MAN-MADE	PLNLOW MAN-MADE	D	SO-SO	N	30.74814426	0.307481443	3.148014545	1.601483038	4.6	4.6	55.3	03	03170007	03170007002122	18103836	Target_Sampled			Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8498	2104
NLA06608-2027	1	6	20	2007	PROB_Lake	Target_Sampled	Target	-105.6303731	42.23979744	-105.62971	42.24008	Index_site	WY	Region_8			NLALake	OverSamp	0.009746023	101.6182056	40.31619797	WY	FALSE	WMTNS	WMT	21	II	II	MAN-MADE	WMTNS MAN-MADE	F	SO-SO	N	15.01394922	0.150139492	1.930960033	1.405791398	5	5	2339.29	10	10180011	10180011001217	17481797	Target_Sampled			Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8500	2121
NLA06608-2036	1	7	11	2007	PROB_Lake	Target_Sampled	Target	-93.5509726	41.43839158	-93.5525	41.438611	Index_site	IA	Region_7			NLALake	OverSamp	0.001312891	754.345388	327.066325	IA	TRUE	PLNLOW	TPL	47	VI	VI	NATURAL	PLNLOW NATURAL	C	SO-SO	Y	6.618375995	0.06618376	1.609873256	1.765269574	5.8	5.8	238.24	07	07100008	07100008003519	22249917	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8502	2130
NLA06608-2037	1	6	14	2007	PROB_Lake	Target_Sampled	Target	-118.6723206	39.58892136	-118.66955	39.59203	Index_site	NV	Region_9			NLALake	OverSamp	0.060701487	16.31547144	2.549720428	NV	TRUE	WMTNS	XER	13	III	III	MAN-MADE	WMTNS MAN-MADE	G	SO-SO	N	29.70432337	0.297043234	3.538713222	1.831599873	2	2	1189.99	16	16050203	16050203001739	13068550	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8503	2131
NLA06608-2039	1	8	9	2007	PROB_Lake	Target_Sampled	Target	-94.8984756	43.10411616	-94.89172	43.10236	Index_site	IA	Region_7			NLALake	OverSamp	0.070577995	14.03232502	6.08408436	IA	FALSE	PLNLOW	TPL	47	VI	VI	NATURAL	PLNLOW NATURAL	E	TRASH	N	83.45182889	0.834518289	6.562627388	2.026538623	1.5	1.5	425.32	10	10230003	10230003002683	14619202	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	YES (LOST SAMPLE)	YES	YES	YES	YES	YES	YES	YES	8504	2133
NLA06608-2049	1	9	17	2007	PROB_Lake	Target_Sampled	Target	-115.0345388	48.02025253	-115.0288	48.01814	Index_site	MT	Region_8			NLALake	OverSamp	0.028208177	35.10944309	7.59453197	MT	FALSE	WMTNS	WMT	15	II	II	NATURAL	WMTNS NATURAL	F	SO-SO	N	82.01714736	0.820171474	6.594259876	2.054039526	26	26	1015	17	17010213	17010213001835	22983790	Target_Sampled			Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8505	2143
NLA06608-2056	1	8	22	2007	PROB_Lake	Target_Sampled	Target	-93.92037248	41.46950026	-93.91076	41.47038	Index_site	IA	Region_7			NLALake	OverSamp	0.070577995	14.03232502	6.08408436	IA	FALSE	PLNLOW	TPL	47	VI	VI	MAN-MADE	PLNLOW MAN-MADE	C	TRASH	N	93.28248783	0.932824878	10.26071092	2.996901438	6.4	6.4	278.75	07	07100008	07100008003463	22249857	Target_Sampled			Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8506	2150
NLA06608-2072	1	8	30	2007	PROB_Lake	Target_Sampled	Target	-95.80076799	32.25404093	-95.79988	32.25288	Index_site	TX	Region_6			NLALake	OverSamp	0.001312891	754.345388	210.5049403	TX	TRUE	PLNLOW	CPL	33	IX	IX	MAN-MADE	PLNLOW MAN-MADE	D	SO-SO	N	4.380662507	0.043806625	0.944796142	1.273395413	2.9	2.9	153.21	12	12020001	12020001001570	4451288	Target_Sampled			Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8508	2166
NLA06608-2074	1	6	13	2007	PROB_Lake	Target_Sampled	Target	-84.54449705	30.43252366	-84.566831	30.439136	Index_site	FL	Region_4	NESLake	1239	NLALake	OverSamp	0.12642225	7.833853361	2.082890779	FL	TRUE	PLNLOW	CPL	75	XII	CPL	MAN-MADE	PLNLOW MAN-MADE	D	SO-SO	N	3360.424496	33.60424496	133.2590988	6.484774355	3.5	3.5	20.82	03	03120003	03120003001574	10363726	Target_Sampled	Sampleable	Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8509	2168
NLA06608-2076	1	9	12	2007	PROB_Lake	Target_Sampled	Target	-93.42662016	35.15138649	-93.42634	35.15008	Index_site	AR	Region_6			NLALake	OverSamp	0.011183655	88.5554301	42.97269703	AR	FALSE	EHIGH	SAP	37	IX	IX	MAN-MADE	EHIGH MAN-MADE	A	SO-SO	N	35.10524886	0.351052489	3.915795531	1.864356865	11.6	11.6	156.34	11	11110204	11110204001493	7801213	Target_Sampled			Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8510	2170
