"","siteid_07","sampling_event","visit_no","day","month","year","lat","lon","state","EPA_reg","ECO9","HUC2","HUC8","lake_origin","area_km2","perim_km","elevation_m","depthmax_m","SLD","WGT","secchi_m","clear_to_bottom","basinarea_km2","pct_forest","pct_agric","chla_ugL","color_PCU","NTL_ugL","PTL_ugL","NA_mgL","DOC_mgL","cond_uScm","turb_NTU","nutrient_color","siteid_12","UID","WALA_ratio","site_id","sampled_depthmax_m","resampled","Julian.day","precip_5","avgtemp_5","mintemp_5","maxtemp_5","precip_4","avgtemp_4","mintemp_4","maxtemp_4","precip_3","avgtemp_3","mintemp_3","maxtemp_3","precip_2","avgtemp_2","mintemp_2","maxtemp_2","precip_1","avgtemp_1","mintemp_1","maxtemp_1","RelO212","VolT12","SedArea","VoltoSedArea","HypoThick"
"2069","","NLA12_MI-122-2012-1",1,14,8,2012,45.12471531,-84.17989786,"MI","region_5","UMW",4,4070005,"natural",0.5851410658,3.300850382,264.76,NA,1.21728036903222,64.68475929,8.8,0,4.79250007068076,66.985916,0,1.045,12,218,21,7.211,2.61,273,0.01,"blue","NLA12_MI-122",1000148,8.19033281167592,"NLA12_MI-122",25.8,0,227,72.0462533333333,15.5196296296296,8.70814814814815,22.3085185185185,75.9819833333333,17.6949074074074,10.7490740740741,24.6060185185185,80.2950444444444,19.8981481481481,12.9493827160494,26.8104938271605,82.3425666666667,21.3055555555556,14.437962962963,28.1462962962963,80.9921333333333,21.5,14.737037037037,28.237037037037,-0.637390504586087,11.504530559366,102717.237795133,3.59358437373616,10.8
"2070","","NLA12_MI-123-2012-1",1,26,7,2012,41.88595109,-84.59594103,"MI","region_5","UMW",4,4050001,"natural",0.1908103971,1.769332583,334.29,NA,1.14262448342566,70.40204082,2.95,0,24.5672993472488,14.096787,50.657582,6.186666667,22,501,22,13.41,7.68,369,0.59,"brown","NLA12_MI-123",1000098,128.752414546748,"NLA12_MI-123",14.1,0,208,70.4342,13.6833333333333,6.99074074074074,20.3640740740741,72.1381166666667,15.4912037037037,8.57083333333333,22.3847222222222,79.5894888888889,18.4364197530864,11.3888888888889,25.4462962962963,82.6939333333333,20.5740740740741,13.5833333333333,27.5333333333333,89.1878666666667,22.537037037037,15.5851851851852,29.4814814814815,96.4982114964043,6.88440418843431,25004.2475519661,1.69722450530304,5.1
"2073","","NLA12_MI-128-2012-1",1,18,7,2012,42.20474298,-85.70757399,"MI","region_5","UMW",4,4050003,"natural",0.5929438337,5.744637724,272.05,NA,2.10450971699469,64.68475929,3.675,0,23.6754006711981,40.827189,15.540181,3.032,10,395,10,8.56,4.18,273,0.96,"blue","NLA12_MI-128",1000076,39.9285721945406,"NLA12_MI-128",15,0,200,67.34556,12.347037037037,5.79666666666667,18.8825925925926,70.4447833333333,14.424537037037,7.57453703703704,21.2513888888889,75.7512666666667,16.9746913580247,9.95679012345679,23.9549382716049,80.6958,19.5,12.4722222222222,26.4888888888889,85.1916,21.5,14.5333333333333,28.4444444444444,97.6481205768937,9.0671875,42190.0200962877,1.33253929861955,4
"2074","","NLA12_MI-129-2012-1",1,25,7,2012,43.95733488,-85.00046365,"MI","region_5","UMW",4,4060102,"natural",0.2587205168,3.043696223,329.08,NA,1.68803302239791,70.40204082,3.125,0,2.52720006958005,50.605413,4.843305,2.373333333,12,488,21,12.02,5.23,300,0.95,"blue","NLA12_MI-129",1000096,9.76806981076676,"NLA12_MI-129",20,0,207,70.04812,13.5162962962963,6.84148148148148,20.1788888888889,71.92645,15.3578703703704,8.4462962962963,22.2430555555556,79.1097111111111,18.2537037037037,11.2098765432099,25.2598765432099,82.4441666666667,20.4398148148148,13.4444444444444,27.4027777777778,88.6883333333333,22.4074074074074,15.4537037037037,29.3518518518519,97.6211967472059,6.830859375,41495.6918756939,2.66021400081758,8
"2078","","NLA12_MI-135-2012-1",1,6,7,2012,42.41405836,-83.93137109,"MI","region_5","UMW",4,4090005,"natural",0.3694498424,3.458249816,258.95,NA,1.60499501433826,68.23819077,2.85,0,225.450921835772,30.042195,34.205852,4.581,30,568,22,15.27,8.55,473,1.04,"brown","NLA12_MI-135",7004,610.234180562131,"NLA12_MI-135",11,0,188,62.7126,10.3425925925926,4.00555555555556,16.6603703703704,67.9047833333333,12.824537037037,6.08009259259259,19.5513888888889,69.9939333333333,14.7820987654321,7.80864197530864,21.7179012345679,77.6986,17.8888888888889,10.8055555555556,24.9222222222222,79.1972,19.9444444444444,12.9555555555556,26.8888888888889,96.0949809781709,10.5185185185185,27493.8738761245,0.999485938853633,3
"2079","","NLA12_MI-136-2012-1",1,12,7,2012,43.36480531,-85.37979014,"MI","region_5","UMW",4,4060102,"natural",0.1992870769,1.690808032,278.58,NA,1.06843917096731,70.40204082,2.25,0,3.02760002059117,3.775268,53.210464,6.224,36,721,17,1.367,12.83,51,1.46,"brown","NLA12_MI-136",1000055,15.1921542916222,"NLA12_MI-136",6.5,0,194,65.02908,11.3448148148148,4.90111111111111,17.7714814814815,69.1747833333333,13.624537037037,6.82731481481482,20.4013888888889,72.8726,15.8783950617284,8.88271604938272,22.8364197530864,79.1972,18.6944444444444,11.6388888888889,25.7055555555556,82.1944,20.7222222222222,13.7444444444444,27.6666666666667,98.4226415711944,12.1,1179.60610649664,0.166611191409091,0.5
"2080","","NLA12_MI-137-2012-1",1,2,8,2012,46.27677652,-88.06319489,"MI","region_5","UMW",4,4030107,"natural",0.01596551665,0.507061518,455.66,NA,1.13204640980714,325.1169051,3.075,0,0.269100005382,84.615385,0,5.4625,20,708,19,0.239,8.48,32.7,1.45,"blue","NLA12_MI-137",1000117,16.8550765553835,"NLA12_MI-137",8,0,215,71.7617733333333,14.5062962962963,7.74814814814815,21.2507407407407,73.8483833333333,16.3837962962963,9.43240740740741,23.3060185185185,81.2094444444444,19.2685185185185,12.2308641975309,26.2697530864198,83.7141666666667,21.1944444444444,14.237962962963,28.1240740740741,89.7297333333333,22.8333333333333,15.9148148148148,29.7481481481481,96.7778397781811,7.9,251.027079419738,0.331254033406665,1
"2082","","NLA12_MI-139-2012-1",1,10,7,2012,42.38808843,-84.90798786,"MI","region_5","UMW",4,4050003,"natural",0.02696718707,0.646357608,282.31,NA,1.11032497614983,325.1169051,2.025,0,0.15930000039825,23.163842,59.887006,8.32,45,1559,31,4.743,18.43,454,1.96,"murky","NLA12_MI-139",1000046,5.90717897216152,"NLA12_MI-139",6.5,0,192,64.25692,11.0107407407407,4.60259259259259,17.4011111111111,68.75145,13.3578703703704,6.57824074074074,20.1180555555556,71.9130444444444,15.512962962963,8.52469135802469,22.4635802469136,78.6976666666666,18.4259259259259,11.3611111111111,25.4444444444444,81.1953333333333,20.462962962963,13.4814814814815,27.4074074074074,95.2365926129397,8.56666666666666,1439.65234180914,0.498774025727105,1.5
"2084","","NLA12_MI-141-2012-1",1,8,8,2012,46.69731067,-88.08197567,"MI","region_5","UMW",4,4030107,"natural",0.1805137001,1.875611727,551.15,NA,1.24532562108148,70.40204082,3.925,0,1.10790000780927,55.239643,0,2.313333333,28,359,19,0.485,5.23,24.5,0.43,"brown","NLA12_MI-141",1000132,6.13748434160686,"NLA12_MI-141",15,0,221,71.9040133333333,15.012962962963,8.22814814814815,21.7796296296296,74.9151833333333,17.0393518518519,10.0907407407407,23.9560185185185,80.7522444444444,19.5833333333333,12.5901234567901,26.5401234567901,83.0283666666667,21.25,14.337962962963,28.1351851851852,85.3609333333333,22.1666666666667,15.3259259259259,28.9925925925926,46.7374380104724,7.33236151603499,39388.7662842811,2.3287782551796,7
"2087","","NLA12_MI-145-2012-1",1,23,8,2012,43.7979845,-85.31301037,"MI","region_5","UMW",4,4060102,"natural",0.3579299385,2.675697731,349.89,NA,1.2616331897614,68.23819077,3.015,0,2.41290002590319,22.790004,34.725849,5.824,18,779,29,5.639,9.45,203,2.11,"blue","NLA12_MI-145",1000172,6.74126348864553,"NLA12_MI-145",11.5,0,236,72.2596133333333,16.2796296296296,9.42814814814815,23.1018518518519,77.5821833333333,18.6782407407407,11.7365740740741,25.5810185185185,79.6092444444444,20.3703703703704,13.4882716049383,27.216049382716,81.3138666666667,21.3888888888889,14.587962962963,28.162962962963,74.4389333333333,20.5,13.8537037037037,27.1037037037037,96.8182967874245,9.9131195335277,33173.4275750224,1.16599013764074,3.5
"2088","","NLA12_MI-148-2012-1",1,1,8,2012,45.95449781,-87.98000286,"MI","region_5","UMW",4,4030108,"man-made",1.19956222,5.348138278,347.99,NA,1.37748318442849,70.40204082,6.05,0,22.3650003986969,51.299799,0.088531,1.530666667,12,379,8,5.311,6.6,276,0.34,"blue","NLA12_MI-148",1000112,18.6443020843862,"NLA12_MI-148",16.5,0,214,71.7380666666667,14.4218518518519,7.66814814814815,21.1625925925926,73.6705833333333,16.274537037037,9.32268518518519,23.1976851851852,81.2856444444444,19.2160493827161,12.170987654321,26.2246913580247,83.8284666666667,21.1851851851852,14.2212962962963,28.1222222222222,90.4578666666667,22.9444444444444,16.012962962963,29.8740740740741,96.7389565695603,5.79248685199098,133332.199233077,1.83268009109999,5.5
"2091","","NLA12_MI-152-2012-1",1,18,7,2012,42.75737274,-85.63804424,"MI","region_5","UMW",4,4050006,"natural",0.09663838158,1.377962467,240.06,NA,1.25042495476452,137.3026588,1.625,0,3.40740045834059,28.420497,43.502377,23.3,110,1236,30,9.883,24.53,191.3,1.65,"brown","NLA12_MI-152",1000075,35.2592872793492,"NLA12_MI-152",6.5,0,200,67.34556,12.347037037037,5.79666666666667,18.8825925925926,70.4447833333333,14.424537037037,7.57453703703704,21.2513888888889,75.7512666666667,16.9746913580247,9.95679012345679,23.9549382716049,80.6958,19.5,12.4722222222222,26.4888888888889,85.1916,21.5,14.5333333333333,28.4444444444444,96.8888405879727,10.8777777777778,5149.9557666777,0.499656979676577,1.5
"2092","","NLA12_MI-155-2012-1",1,5,7,2012,42.47782363,-84.16713158,"MI","region_5","UMW",4,4090005,"natural",0.1224327281,1.520619599,285.17,NA,1.22593343101922,70.40204082,1.45,0,1.0448999529795,7.665805,68.647718,6.8,21,1085,25,12.13,10.69,401,2.87,"brown","NLA12_MI-155",7005,8.53448231690185,"NLA12_MI-155",7,0,187,62.32652,10.1755555555556,3.8562962962963,16.4751851851852,67.6931166666667,12.6912037037037,5.95555555555556,19.4097222222222,69.5141555555555,14.5993827160494,7.62962962962963,21.5314814814815,77.4488333333333,17.7546296296296,10.6666666666667,24.7916666666667,78.6976666666667,19.8148148148148,12.8240740740741,26.7592592592593,89.7390966152899,9.3,2500.19740696722,0.333123976146682,1
"2094","","NLA12_MI-162-2012-1",1,30,7,2012,46.46325834,-85.71666173,"MI","region_5","UMW",4,4020201,"natural",0.5906040392,3.373757957,272.84,NA,1.23839954400512,64.68475929,4.575,0,6.03899992260304,68.614009,0,2.341333333,15,246,5,0.436,3.12,20,0.4,"blue","NLA12_MI-162",1000103,10.2251246550619,"NLA12_MI-162",20.5,0,212,71.5450266666667,14.2307407407407,7.48851851851852,20.9611111111111,73.13295,16.0282407407407,9.0787037037037,22.949537037037,81.1953333333333,19.0740740740741,12.0185185185185,26.0925925925926,83.693,21.1111111111111,14.1388888888889,28.0555555555556,91.186,23.0555555555556,16.1111111111111,30,97.5167714094951,9.86993730864557,126975.747188704,3.16313315804367,9.5
"2098","","NLA12_MI-168-2012-1",1,19,7,2012,42.78409894,-85.11502111,"MI","region_5","UMW",4,4050007,"natural",0.3697647575,2.494886938,247.07,NA,1.15739920387812,68.23819077,0.825,0,46.8566898935945,4.657818,79.711119,13.41538462,12,3663,23,9.65,5.13,461,4.77,"blue","NLA12_MI-168",1000079,126.720269964058,"NLA12_MI-168",10.4,0,201,67.73164,12.5140740740741,5.94592592592593,19.0677777777778,70.65645,14.5578703703704,7.69907407407407,21.3930555555556,76.2310444444444,17.1574074074074,10.1358024691358,24.1413580246914,80.9455666666667,19.6342592592593,12.6111111111111,26.6194444444444,85.6911333333333,21.6296296296296,14.6648148148148,28.5740740740741,96.857133998071,9.61875,19700.6600139187,0.799632673862557,2.4
"2100","","NLA12_MI-172-2012-1",1,23,8,2012,42.5677644,-85.45118289,"MI","region_5","UMW",4,4050007,"natural",0.2064103982,1.917898099,260.77,NA,1.19084382999827,68.23819077,4.875,0,3.01139977531383,59.38434,22.653915,2.712,12,566,16,3.521,5.46,209,0.73,"blue","NLA12_MI-172",1000173,14.5893801938987,"NLA12_MI-172",11.1,0,236,72.2596133333333,16.2796296296296,9.42814814814815,23.1018518518519,77.5821833333333,18.6782407407407,11.7365740740741,25.5810185185185,79.6092444444444,20.3703703703704,13.4882716049383,27.216049382716,81.3138666666667,21.3888888888889,14.587962962963,28.162962962963,74.4389333333333,20.5,13.8537037037037,27.1037037037037,92.9181532846543,9.19969947407964,2028.98021989557,0.366323349592626,1.1
"2109","","NLA12_MN-132-2012-1",1,11,6,2012,45.52853972,-94.53488217,"MN","region_5","UMW",7,7010201,"natural",0.4588686424,2.926992151,357.09,NA,1.21891223289779,112.8362996,3.35,0,11.9961000453887,23.310075,50.573936,5.245714286,25,976,38,4.806,10.77,405,1.72,"murky","NLA12_MN-132",6526,26.1427758119317,"NLA12_MN-132",11.7,0,163,69.4859333333333,5.12481481481481,-0.912962962962963,11.1518518518519,81.7266166666667,8.07268518518518,1.81157407407407,14.3287037037037,97.3271555555555,10.9845679012346,4.50802469135802,17.4543209876543,119.549333333333,13.3435185185185,6.74537037037037,19.9314814814815,136.482666666667,16.3425925925926,9.69074074074074,22.9740740740741,99.8052985332446,11.0222048052435,45911.7155032423,1.23275579800673,3.7
"2122","","NLA12_MN-157-2012-1",1,25,7,2012,46.2537416,-95.9373614,"MN","region_5","UMW",9,9020103,"natural",0.3525267076,3.252606434,390.66,NA,1.54536322192276,112.8362996,0.45,0,1.59479998791184,27.765237,36.117381,50.4,28,2049,86,30.7,15.41,970,7.29,"murky","NLA12_MN-157",7425,4.52391252500903,"NLA12_MN-157",6,0,207,90.4968133333333,13.3214814814815,6.87037037037037,19.7614814814815,103.056266666667,15.5601851851852,8.99074074074074,22.1157407407407,115.316,18.3382716049383,11.7259259259259,24.9320987654321,102.700666666667,20.6759259259259,14.0555555555556,27.2685185185185,87.884,22.8055555555556,16.2685185185185,29.3333333333333,99.4404835855771,17.16,2448.49480370151,0.166639938164609,0.5
"2125","","NLA12_MN-162-2012-1",1,6,9,2012,47.55974319,-93.03255611,"MN","region_5","UMW",7,7010103,"natural",0.1091831676,1.377208057,434.27,NA,1.17575484717837,129.5148775,1.25,0,0.591300005913,45.053272,2.587519,7.536,85,874,23,3.911,16.8,52.4,1.04,"brown","NLA12_MN-162",8404,5.41567000583156,"NLA12_MN-162",6,0,250,91.7956,17.3392592592593,10.5833333333333,24.0840740740741,91.1225,19.2657407407407,12.4541666666667,26.0634259259259,74.6477777777778,20.3975308641975,13.529012345679,27.2524691358025,60.2572666666667,20.3740740740741,13.4027777777778,27.3453703703704,44.5516,18.2333333333333,10.9333333333333,25.5333333333333,100,9.4,3034.43615642684,0.333160825748265,1
"2136","","NLA12_MN-R14-2012-1",1,27,7,2012,46.83201964,-92.69504592,"MN","region_5","UMW",4,4010201,"natural",0.2579552452,2.040329074,400.97,NA,1.13324315515696,NA,1.645,0,3.19050003719263,44.767278,1.438646,14.64,33,519,30,2.289,9.79,191.5,2.47,"brown","NLA12_MN-R14",7500,12.3684247425128,"NLA12_MN-R14",22.1,0,209,91.2080133333333,13.7059259259259,7.23851851851852,20.1622222222222,103.754766666667,15.8611111111111,9.28425925925926,22.4240740740741,115.609511111111,18.6938271604938,12.0814814814815,25.2876543209877,100.4316,20.9722222222222,14.3555555555556,27.5611111111111,86.0552,23.0833333333333,16.5611111111111,29.6,100,6.62645570934293,105313.94058754,4.68608363828229,14.1
"2161","","NLA12_MT-135-2012-1",1,28,8,2012,48.02656863,-109.6237599,"MT","region_8","NPL",10,10040101,"man-made",0.09820179156,1.472203654,1128.79,NA,1.3252666030571,64.55393722,0.325,0,120.748273391166,14.735587,0.134163,231.12,38,3344,343,85.73,9.86,553,32.31,"murky","NLA12_MT-135",8278,1229.5933859556,"NLA12_MT-135",7,0,241,42.4467866666667,14.6066666666667,6.54777777777778,22.6437037037037,40.4854833333333,16.4805555555556,8.2125,24.7212962962963,33.4913111111111,18.7333333333333,10.1351851851852,27.3135802469136,24.5364,20.3657407407407,11.2953703703704,29.4101851851852,15.6972,19.4259259259259,10.0259259259259,28.7740740740741,47.8351703192532,16.4952,50142.2094082029,1.66536189333248,5
"2162","","NLA12_MT-136-2012-1",1,21,8,2012,48.95316293,-114.3227227,"MT","region_8","WMT",17,17010206,"natural",6.844517646,19.46116554,1222.86,NA,2.09842035869512,36.41053135,12.36,0,139.979697176062,48.983816,0,0.684,8,113,10,0.626,0.68,112.7,0.23,"blue","NLA12_MT-136",8130,20.4513604049026,"NLA12_MT-136",30,0,234,43.66768,13.8988888888889,5.95407407407407,21.8244444444444,42.5746333333333,15.7708333333333,7.63240740740741,23.8851851851852,37.1460888888889,17.9901234567901,9.56049382716049,26.4018518518519,28.8036,19.9444444444444,11.0814814814815,28.787962962963,19.9644,19.9444444444444,10.7,29.15,13.8851690545297,8.32221210741921,1285513.75069606,4.33243857220502,13
"2166","","NLA12_MT-143-2012-1",1,10,7,2012,48.62106688,-113.1088007,"MT","region_8","NPL",10,10030202,"natural",0.1911884624,1.636294517,1408.26,NA,1.05566397879752,16.62219909,3.4,0,1.95930008448358,0,0,0.63,20,1314,29,91.28,15.79,860,0.52,"blue","NLA12_MT-143",7065,10.2480037753763,"NLA12_MT-143",6,0,192,46.45152,8.37444444444444,1.16740740740741,15.5766666666667,50.3809,10.6486111111111,3.20648148148148,18.0763888888889,52.4481777777778,12.4611111111111,4.89876543209876,20.0043209876543,51.4773333333333,14.6574074074074,6.93518518518519,22.3611111111111,44.958,17.6111111111111,9.57407407407407,25.6481481481481,8.70126519444815,16.559375,21249.4447452679,0.666469571120429,2
"2169","","NLA12_MT-152-2012-1",1,31,7,2012,45.57835886,-113.0032413,"MT","region_8","WMT",10,10020004,"natural",0.1118528712,1.519749413,2675.93,NA,1.28186852489466,35.0913092,7.5,0,1.9683000665318,45.861911,0,1.204,8,249,11,0.696,1.36,19.73,0.26,"blue","NLA12_MT-152",7625,17.597224330633,"NLA12_MT-152",12.5,0,213,47.33036,11.7755555555556,4.17296296296296,19.3666666666667,48.8420833333333,13.6416666666667,5.89212962962963,21.3768518518519,48.1104222222222,15.7604938271605,7.83641975308642,23.6666666666667,41.6052,18.6805555555556,10.4398148148148,26.9212962962963,32.766,21.5,12.7222222222222,30.2777777777778,22.4319489751601,7.573828125,11478.8392382673,1.33041721648375,4
"2170","","NLA12_MT-156-2012-1",1,26,7,2012,46.6246241,-110.7383363,"MT","region_8","NPL",10,10030103,"man-made",1.507199749,10.65545707,1672.89,NA,2.44839647241994,8.443021761,4.04,0,186.809578535075,47.572338,0.628234,1.346666667,9,160,28,2.004,2.13,319,0.88,"blue","NLA12_MT-156",7472,123.944804700916,"NLA12_MT-156",11.5,0,208,47.3726933333333,11.0885185185185,3.56148148148148,18.6048148148148,49.3310333333333,12.9671296296296,5.28796296296296,20.6319444444444,49.3324444444444,15.0191358024691,7.18024691358025,22.8388888888889,43.8234666666667,17.7981481481481,9.67592592592593,25.9166666666667,35.2044,20.7222222222222,12.0925925925926,29.3518518518519,42.422501788403,15.74736,71238.5383979162,0.833218498479621,2.5
"2172","","NLA12_MT-162-2012-1",1,18,9,2012,45.0394762,-109.7724842,"MT","region_8","WMT",10,10070006,"natural",0.276735667,3.339015792,2680.53,NA,1.7905274058689,36.67437578,5.65,0,20.0573995918576,10.08705,0,1.624,9,83,8,0.185,0.68,5.45,0.32,"blue","NLA12_MT-162",8641,72.4785489680217,"NLA12_MT-162",21.7,0,262,36.2136266666667,15.7433333333333,7.40666666666667,24.0637037037037,30.7382333333333,17.4444444444444,8.83888888888889,26.0393518518519,22.8092,18.6975308641975,9.7358024691358,27.6512345679012,14.7828,18.2685185185185,9.02962962962963,27.4953703703704,8.382,16.4444444444444,7.16666666666667,25.7333333333333,13.4457186240065,6.67435277782086,67463.8211063467,3.55717156152356,10.7
"2173","","NLA12_MT-164-2012-1",1,23,8,2012,48.16778753,-114.3675211,"MT","region_8","WMT",17,17010208,"natural",0.9242796828,5.882581251,1007.13,NA,1.72608150496779,36.41053135,6.15,0,9.14580008654461,58.856524,1.289116,1.782,1,901,10,80.43,12.69,1084,0.65,"blue","NLA12_MT-164",8200,9.8950569364875,"NLA12_MT-164",30,0,236,43.3188533333333,14.1011111111111,6.1237037037037,22.0585185185185,41.9777333333333,15.9736111111111,7.79814814814815,24.1240740740741,36.1018666666667,18.2024691358025,9.72469135802469,26.6623456790123,27.5844,20.0648148148148,11.1425925925926,28.9657407407407,18.7452,19.7962962962963,10.5074074074074,29.0425925925926,29.9002126817789,6.23628808864266,371305.475014661,6.32366845661981,19
"2192","","NLA12_ND-131-2012-1",1,6,8,2012,46.61482047,-101.8950983,"ND","region_8","NPL",10,10130202,"man-made",13.28229399,52.91151436,629.58,NA,4.0955168317626,15.3598521,4.15,0,4440.12119225895,0.293019,52.949245,2.917333333,20,1140,36,243.9,10.19,1798,0.93,"green","NLA12_ND-131",7707,334.288730214964,"NLA12_ND-131",14.2,0,219,49.5283066666667,14.2174074074074,7.00703703703704,21.4411111111111,56.0472166666667,16.3847222222222,9.15601851851852,23.6300925925926,57.3334444444444,18.8364197530864,11.5598765432099,26.1302469135802,58.3734333333333,21.1851851851852,13.8407407407407,28.5277777777778,52.6288,22.6444444444444,15.0888888888889,30.1666666666667,78.6984365663472,20.7,2634.91583447626,0.0666650769611406,0.199999999999999
"2193","","NLA12_ND-134-2012-1",1,10,7,2012,46.02278583,-99.29204583,"ND","region_8","NPL",10,10130106,"natural",0.5358494942,4.256713691,590.82,NA,1.64039371135358,15.3598521,0.64,0,13.4289001987655,0.134039,27.772937,24.4,25,2336,302,166.6,20.25,2190,16.12,"murky","NLA12_ND-134",7067,25.0609552572486,"NLA12_ND-134",4.75,0,192,42.4569466666667,9.70962962962963,2.69925925925926,16.7388888888889,49.8326833333333,12.5759259259259,5.4462962962963,19.7291666666667,57.3136888888889,14.8222222222222,7.69135802469136,21.9845679012346,59.9016666666667,17.462962962963,10.3148148148148,24.6481481481481,63.0766666666667,20.2037037037037,13.037037037037,27.3888888888889,62.3419205379034,22.77,13360.0122079819,0.249983466637189,0.75
"2207","","NLA12_ND-178-2012-1",1,14,6,2012,48.95477319,-99.83321117,"ND","region_8","TPL",9,9020313,"natural",0.3829298202,3.579561189,650.57,NA,1.63179374749497,67.92349821,3.9,0,2.51099997144682,51.326165,14.157706,2.868,19,950,51,10.07,12.31,618,0.89,"green","NLA12_ND-178",6594,6.55733724298451,"NLA12_ND-178",7,0,166,33.4043866666667,5.05037037037037,-1.74074074074074,11.8581481481481,39.0884833333333,7.91018518518519,0.907407407407408,14.9337962962963,47.7999777777778,10.6481481481481,3.5358024691358,17.7882716049383,55.3804666666667,12.8611111111111,5.74814814814815,20.0157407407407,58.6909333333333,15.5,8.38518518518518,22.6703703703704,35.6256312422407,15.6375,31265.8597131566,0.666532706834642,2
"2216","","NLA12_ND-R17-2012-1",1,20,9,2012,46.74569439,-99.49689806,"ND","region_8","NPL",10,10130103,"natural",4.175320059,10.03020684,560.4,NA,1.38471396148843,NA,2.15,0,54.2466007206214,0,18.044264,27.867,21,2395,70,2976,24.46,13170,1.9,"murky","NLA12_ND-R17",8661,12.9922017843139,"NLA12_ND-R17",29.5,0,264,46.7173733333333,17.5596296296296,9.88962962962963,25.2448148148148,45.4130833333333,19.0532407407407,11.2509259259259,26.8638888888889,39.6776222222222,19.7191358024691,11.6777777777778,27.7530864197531,30.0609,18.5212962962963,10.1092592592593,26.9351851851852,16.256,16.2592592592593,7.40740740740741,25.0925925925926,78.1466129041818,2.36460905349794,97188.0587431997,1.4995091461742,4.5
"2228","","NLA12_NE-157-2012-1",1,29,8,2012,41.09244722,-96.35328376,"NE","region_7","TPL",10,10200203,"man-made",0.3783887485,4.793030005,323.19,NA,2.19804261785315,27.9086655,1.325,0,2.05290001691041,0,14.467339,15.76,15,691,47,35.84,4.27,416,2.55,"green","NLA12_NE-157",8301,5.42537278142775,"NLA12_NE-157",21,0,242,45.0731466666667,20.302962962963,12.1325925925926,28.44,36.69665,22.3518518518519,14.0064814814815,30.6560185185185,31.6568666666667,24.1913580246914,15.8049382716049,32.5413580246914,26.5303,24.787037037037,16.2351851851852,33.312037037037,26.8986,22.9074074074074,14.2481481481481,31.512962962963,97.6062562133429,8.8896,85959.3734130345,3.32724766343231,10
"2235","","NLA12_NH-109-2012-1",1,19,7,2012,42.99011487,-72.07432508,"NH","region_1","NAP",1,1070003,"man-made",0.7028488728,4.566072537,422.83,NA,1.53640919664417,57.11156925,7.65,0,4.08690001595534,81.656022,0.440432,0.6112,14,125,7,0.996,1.94,15.8,0.26,"blue","NLA12_NH-109",7295,5.81476356314552,"NLA12_NH-109",15.9,0,201,95.4362666666667,10.7892592592593,4.38814814814815,17.2007407407407,108.455883333333,13.0282407407407,6.53935185185185,19.5259259259259,120.816511111111,15.4388888888889,9.0216049382716,21.8679012345679,118.9101,17.3990740740741,10.9583333333333,23.8574074074074,97.6545333333333,19.1148148148148,12.45,25.8148148148148,32.6186279196577,9.43566442418981,64090.7595822413,1.59909675767824,4.8
"2259","","NLA12_NV-137-2012-1",1,16,7,2012,41.16858314,-119.8174513,"NV","region_9","XER",16,16040204,"man-made",0.2889670735,3.02659775,1560.81,NA,1.58827460878414,2.307668761,0.31,0,257.079555872466,0.112028,0,4.288,15,351,230,28.23,2.26,261,54.76,"green","NLA12_NV-137",7276,889.649996308199,"NLA12_NV-137",5.9,0,198,14.11732,12.5548148148148,4.27481481481482,20.8574074074074,12.45235,14.6824074074074,6.0712962962963,23.3134259259259,9.68304444444444,16.8635802469136,7.91543209876543,25.8197530864198,8.67833333333333,19.0481481481481,9.82222222222222,28.2740740740741,12.5814666666667,21.2222222222222,11.962962962963,30.4814814814815,97.2420595381349,17.3,6725.29777867603,0.299943248996085,0.9
"2269","","NLA12_NY-0109-2012-1",1,18,7,2012,44.73604256,-74.06546921,"NY","region_2","NAP",4,4150307,"natural",0.1683147863,3.591859161,528.45,NA,2.4697513548782,67.76516048,0.785,0,20.8907972817812,82.048079,0,12.64,135,485,26,0.807,14.66,26,1.65,"brown","NLA12_NY-0109",7266,124.117421535064,"NLA12_NY-0109",5,0,200,75.3888933333333,12.062962962963,5.8962962962963,18.2192592592593,83.2082833333333,14.1296296296296,7.84259259259259,20.4083333333333,89.2781777777778,16.6765432098765,10.3746913580247,22.9672839506173,87.2744,18.7888888888889,12.5,25.0611111111111,81.788,20.3777777777778,13.9888888888889,26.7333333333333,100,7.74,6734.16206512649,0.333255589776857,1
"2284","","NLA12_OH-R03-2012-1",1,5,9,2012,41.44474462,-81.17478031,"OH","region_5","NAP",4,4110002,"man-made",0.1148072711,1.302117364,340.58,NA,1.08407792564217,NA,2.825,0,0.316799999169049,57.670455,3.409091,5.344,32,460,22,1.463,6.99,123.3,0.76,"brown","NLA12_OH-R03",8403,2.75940710142922,"NLA12_OH-R03",3.5,0,249,75.29576,20.0155555555556,13.2303703703704,26.802962962963,78.9008666666667,21.8916666666667,15.0712962962963,28.7111111111111,77.1256888888889,22.65,15.8740740740741,29.4148148148148,84.8233,22.8694444444444,16.2111111111111,29.5324074074074,84.455,21.1388888888889,14.3888888888889,27.8981481481481,86.492791177526,23.2,2343.39819883114,0.166638739546536,0.5
