"SITEID_07"	"VISIT_NO"	"DAY"	"MONTH"	"YEAR"	"LAT"	"LON"	"STATE"	"EPA_REG"	"ECO9"	"HUC2"	"HUC8"	"LAKE_ORIGIN"	"AREA_KM2"	"PERIM_KM"	"ELEVATION_M"	"DEPTHMAX_M"	"SLD"	"WGT"
"957"	"NLA06608-1930"	1	24	7	2007	44.10051186	-111.4734759	"ID"	"Region_10"	"XER"	"17"	"17040202"	"MAN-MADE"	1.441652689	19.3643789	1571.27	8	4.549548685	3.74318274
"958"	"NLA06608-1936"	1	13	9	2007	38.79320182	-90.78180772	"MO"	"Region_7"	"TPL"	"7"	"7110009"	"MAN-MADE"	1.749011065	15.59117931	149.38	5.5	3.325659303	5.825117208
"959"	"NLA06608-1948"	1	21	8	2007	42.53347335	-100.645836	"NE"	"Region_7"	"SPL"	"10"	"10150004"	"NATURAL"	1.778716474	10.93167011	890.33	1.2	2.312215039	4.160811284
"960"	"NLA06608-1953"	1	25	8	2007	47.09945654	-113.4075253	"MT"	"Region_8"	"WMT"	"17"	"17010203"	"NATURAL"	2.564082239	15.17081365	1190	12.5	2.672624631	8.362490243
"961"	"NLA06608-1958"	1	27	8	2007	43.66297627	-122.4216059	"OR"	"Region_10"	"WMT"	"17"	"17090001"	"MAN-MADE"	10.62111112	48.0457533	471.43	43.8	4.15877188	1.750361848
"962"	"NLA06608-1959"	1	11	6	2007	45.74264146	-98.27345753	"SD"	"Region_8"	"TPL"	"10"	"10160003"	"MAN-MADE"	21.55092669	56.66295295	392	1.4	3.443192446	3.957354262
"963"	"NLA06608-1960"	1	23	8	2007	36.89068214	-95.95265017	"OK"	"Region_6"	"TPL"	"11"	"11070106"	"MAN-MADE"	11.46982749	47.53140663	212.12	5.1	3.95910748	7.802040437
"964"	"NLA06608-1968"	1	23	8	2007	48.13399568	-108.1899505	"MT"	"Region_8"	"NPL"	"10"	"10050014"	"MAN-MADE"	0.877673097	5.108275656	768.42	1.8	1.538165265	2.009451518
"965"	"NLA06608-1975"	1	8	8	2007	43.34114476	-95.12645329	"IA"	"Region_7"	"TPL"	"10"	"10230003"	"NATURAL"	23.59151035	65.34002305	425.51	32	3.794866291	3.396573599
"966"	"NLA06608-1985"	1	21	7	2007	47.44868765	-116.7986927	"ID"	"Region_10"	"WMT"	"17"	"17010303"	"NATURAL"	124.898239	228.2143544	647.7	48.8	5.760495848	2.428401958
"967"	"NLA06608-1989"	1	2	8	2007	42.20289954	-114.8909997	"ID"	"Region_10"	"XER"	"17"	"17040213"	"MAN-MADE"	3.93036586	17.50234236	1593	11.3	2.490432375	3.74318274
"968"	"NLA06608-1992"	1	20	9	2007	32.45275022	-96.06121126	"TX"	"Region_6"	"CPL"	"12"	"12030107"	"MAN-MADE"	0.0486993	1.156457427	115.81	4	1.478302664	210.5049403
"969"	"NLA06608-1998"	1	6	8	2007	46.60064001	-88.11725533	"MI"	"Region_5"	"UMW"	"4"	"4030107"	"NATURAL"	0.525907937	5.017741367	525.63	7	1.951859163	34.38911844
"970"	"NLA06608-1998"	2	11	9	2007	46.60064001	-88.11725533	"MI"	"Region_5"	"UMW"	"4"	"4030107"	"NATURAL"	0.525907937	5.017741367	525.63	6.2	1.951859163	34.38911844
"971"	"NLA06608-2005"	1	12	7	2007	42.29737384	-116.1124743	"ID"	"Region_10"	"XER"	"17"	"17050104"	"MAN-MADE"	0.566404114	4.915461325	1651	2.6	1.84245187	3.399432485
"972"	"NLA06608-2007"	1	24	6	2007	45.75699008	-97.32017864	"SD"	"Region_8"	"TPL"	"7"	"7020001"	"NATURAL"	0.541151203	5.318688804	583.97	2.2	2.039578074	19.67636697
"973"	"NLA06608-2010"	1	19	7	2007	31.19633242	-89.30335606	"MS"	"Region_4"	"CPL"	"3"	"3170007"	"MAN-MADE"	0.307481443	3.148014545	55.3	4.6	1.601483038	72.09075834
"974"	"NLA06608-2027"	1	20	6	2007	42.23979744	-105.6303731	"WY"	"Region_8"	"WMT"	"10"	"10180011"	"MAN-MADE"	0.150139492	1.930960033	2339.29	5	1.405791398	40.31619797
"975"	"NLA06608-2036"	1	11	7	2007	41.43839158	-93.5509726	"IA"	"Region_7"	"TPL"	"7"	"7100008"	"NATURAL"	0.06618376	1.609873256	238.24	5.8	1.765269574	327.066325
"976"	"NLA06608-2037"	1	14	6	2007	39.58892136	-118.6723206	"NV"	"Region_9"	"XER"	"16"	"16050203"	"MAN-MADE"	0.297043234	3.538713222	1189.99	2	1.831599873	2.549720428
"977"	"NLA06608-2039"	1	9	8	2007	43.10411616	-94.8984756	"IA"	"Region_7"	"TPL"	"10"	"10230003"	"NATURAL"	0.834518289	6.562627388	425.32	1.5	2.026538623	6.08408436
"978"	"NLA06608-2049"	1	17	9	2007	48.02025253	-115.0345388	"MT"	"Region_8"	"WMT"	"17"	"17010213"	"NATURAL"	0.820171474	6.594259876	1015	26	2.054039526	7.59453197
"979"	"NLA06608-2056"	1	22	8	2007	41.46950026	-93.92037248	"IA"	"Region_7"	"TPL"	"7"	"7100008"	"MAN-MADE"	0.932824878	10.26071092	278.75	6.4	2.996901438	6.08408436
"980"	"NLA06608-2072"	1	30	8	2007	32.25404093	-95.80076799	"TX"	"Region_6"	"CPL"	"12"	"12020001"	"MAN-MADE"	0.043806625	0.944796142	153.21	2.9	1.273395413	210.5049403
"981"	"NLA06608-2074"	1	13	6	2007	30.43252366	-84.54449705	"FL"	"Region_4"	"CPL"	"3"	"3120003"	"MAN-MADE"	33.60424496	133.2590988	20.82	3.5	6.484774355	2.082890779
"982"	"NLA06608-2076"	1	12	9	2007	35.15138649	-93.42662016	"AR"	"Region_6"	"SAP"	"11"	"11110204"	"MAN-MADE"	0.351052489	3.915795531	156.34	11.6	1.864356865	42.97269703
"983"	"NLA06608-2078"	1	24	8	2007	46.25503439	-88.08997243	"MI"	"Region_5"	"UMW"	"4"	"4030107"	"NATURAL"	0.433896265	4.306964981	437.7	5	1.844477886	93.13153221
"984"	"NLA06608-2082"	1	4	9	2007	42.15139597	-122.6008217	"OR"	"Region_10"	"WMT"	"17"	"17100308"	"MAN-MADE"	2.564942382	16.84668638	684.22	21.8	2.967363512	4.40366347
"985"	"NLA06608-2086"	1	29	8	2007	44.76204445	-71.95362413	"VT"	"Region_1"	"NAP"	"1"	"1110000"	"NATURAL"	0.125477778	1.737691038	594.9	5.3	1.383834708	0
"986"	"NLA06608-2087"	1	25	7	2007	45.55715378	-97.41707065	"SD"	"Region_8"	"TPL"	"10"	"10160010"	"NATURAL"	0.245341798	2.043574605	556.59	4	1.163857458	53.28692003
"987"	"NLA06608-2091"	1	2	7	2007	32.35269226	-86.4904329	"AL"	"Region_4"	"CPL"	"3"	"3150107"	"MAN-MADE"	53.25718765	532.0245664	38.12	13.7	20.56542268	12.25667095
"988"	"NLA06608-2092"	1	15	9	2007	32.71215655	-91.70157522	"LA"	"Region_6"	"CPL"	"8"	"8050001"	"MAN-MADE"	0.501152878	6.928644617	26.76	2.5	2.760948081	33.07300523
"989"	"NLA06608-2094"	1	11	7	2007	29.09294251	-97.08741125	"TX"	"Region_6"	"CPL"	"12"	"12100101"	"MAN-MADE"	0.063414236	0.963289718	67.94	3.7	1.079092341	210.5049403
"990"	"NLA06608-2095"	1	8	7	2007	42.2494978	-109.4410083	"WY"	"Region_8"	"XER"	"14"	"14040104"	"MAN-MADE"	8.682137808	34.08063113	2059.87	12.5	3.262791778	3.108017713
"991"	"NLA06608-2103"	1	13	6	2007	44.8372406	-99.90500153	"SD"	"Region_8"	"NPL"	"10"	"10130105"	"NATURAL"	1.821478425	7.013849845	557.78	2.4	1.466018721	5.45364912
"992"	"NLA06608-2114"	1	25	7	2007	39.68531765	-79.23033272	"MD"	"Region_3"	"SAP"	"5"	"5020006"	"MAN-MADE"	0.127526278	1.873354058	779.28	6.1	1.479841124	6.811259453
"993"	"NLA06608-2117"	1	25	9	2007	28.62097337	-81.62199477	"FL"	"Region_4"	"CPL"	"3"	"3080102"	"NATURAL"	124.0832568	58.45169377	19.85	1.3	1.480251727	2.082890779
"994"	"NLA06608-2120"	1	25	7	2007	32.59300712	-98.31569017	"TX"	"Region_6"	"SPL"	"12"	"12060201"	"MAN-MADE"	0.138661616	1.989969708	273.8	7.7	1.507521116	60.07435861
"995"	"NLA06608-2123"	1	13	8	2007	44.32794024	-97.1167168	"SD"	"Region_8"	"TPL"	"10"	"10170201"	"NATURAL"	0.208673761	1.887908793	536.68	2.5	1.1658486	53.28692003
"996"	"NLA06608-2131"	1	26	6	2007	45.89624924	-99.10161914	"SD"	"Region_8"	"NPL"	"10"	"10130106"	"NATURAL"	0.701921725	3.558810067	593.51	2.1	1.198272344	4.952820439
"997"	"NLA06608-2134"	1	1	8	2007	45.89266323	-122.7435687	"WA"	"Region_10"	"WMT"	"17"	"17080002"	"MAN-MADE"	0.31811312	4.715541527	4.11	3.2	2.358499841	21.49824829
"998"	"NLA06608-2135"	1	20	8	2007	44.70838784	-96.47788918	"SD"	"Region_8"	"TPL"	"7"	"7020003"	"NATURAL"	1.454547605	5.867304112	512.94	5.3	1.372365201	3.957354262
"999"	"NLA06608-2152"	1	2	10	2007	37.85925631	-93.32597024	"MO"	"Region_7"	"SAP"	"10"	"10290107"	"MAN-MADE"	33.71814359	188.090823	256.6	10	9.137572733	2.084172406
"1000"	"NLA06608-2154"	1	23	7	2007	31.26784195	-86.94775581	"AL"	"Region_4"	"CPL"	"3"	"3140304"	"MAN-MADE"	0.230024261	2.495138765	79.53	2.1	1.467583937	30.14488441
"1001"	"NLA06608-2155"	1	25	7	2007	41.627105	-85.02364851	"IN"	"Region_5"	"UMW"	"4"	"4050001"	"NATURAL"	0.530291392	3.69179663	309.84	17.7	1.430130103	3.999418784
"1002"	"NLA06608-2162"	1	9	7	2007	41.51134268	-71.57318015	"RI"	"Region_1"	"NAP"	"1"	"1090005"	"NATURAL"	0.569106241	2.994714326	36.33	10.2	1.119834373	1.377002681
"1003"	"NLA06608-2170"	1	24	8	2007	47.30587695	-112.4310378	"MT"	"Region_8"	"NPL"	"10"	"10030102"	"NATURAL"	0.83230665	3.655937545	1388	2.8	1.130452071	2.009451518
"1004"	"NLA06608-2177"	1	14	9	2007	48.671943	-114.7318229	"MT"	"Region_8"	"WMT"	"17"	"17010210"	"NATURAL"	0.429723637	5.291479318	1109	17	2.277076124	20.56727334
"1005"	"NLA06608-2185"	1	19	7	2007	38.66086617	-119.5263528	"NV"	"Region_9"	"XER"	"16"	"16050302"	"MAN-MADE"	7.749357967	18.45478783	1527.26	20.6	1.870127701	1.224245099
"1006"	"NLA06608-2187"	1	10	7	2007	33.45373979	-87.35441691	"AL"	"Region_4"	"SAP"	"3"	"3160112"	"MAN-MADE"	22.52647628	226.0440958	57.03	20	13.4351217	2.450205884
"1007"	"NLA06608-2193"	1	22	8	2007	46.41950629	-124.0354961	"WA"	"Region_10"	"WMT"	"17"	"17100106"	"NATURAL"	0.176229454	4.368513452	6.52	1.5	2.935550105	32.54937288
"1008"	"NLA06608-2196"	1	9	8	2007	39.29388434	-86.46070725	"IN"	"Region_5"	"SAP"	"5"	"5120202"	"MAN-MADE"	0.069282409	1.430791443	212.34	3.3	1.533415717	236.0552488
"1009"	"NLA06608-2217"	1	5	6	2007	34.4202345	-111.0896969	"AZ"	"Region_9"	"WMT"	"15"	"15020008"	"MAN-MADE"	0.241384051	5.230725477	2220	9.7	3.003327619	3.185761615
"1010"	"NLA06608-2219"	1	10	7	2007	41.29977616	-86.40845658	"IN"	"Region_5"	"UMW"	"7"	"7120001"	"MAN-MADE"	0.312586624	4.490728823	229.81	3.6	2.265826769	10.83110054
"1011"	"NLA06608-2241"	1	6	9	2007	48.15402125	-117.3189991	"WA"	"Region_10"	"WMT"	"17"	"17010308"	"NATURAL"	1.20369258	9.393794503	682.11	21.5	2.415340323	8.741017273
"1012"	"NLA06608-2250"	1	29	7	2007	44.3017541	-110.6285367	"WY"	"Region_8"	"WMT"	"17"	"17040101"	"NATURAL"	11.47602147	22.60231038	2371.07	25	1.882141308	10.82677028
"1013"	"NLA06608-2253"	1	12	7	2007	38.96688176	-75.50048849	"DE"	"Region_3"	"CPL"	"2"	"2040207"	"MAN-MADE"	0.249680197	5.554125274	1.64	1.7	3.13558581	11.8008444
"1014"	"NLA06608-2257"	1	24	8	2007	47.40930776	-122.7843969	"WA"	"Region_10"	"WMT"	"17"	"17110019"	"NATURAL"	0.071850018	1.082418214	63.56	7.4	1.139138996	225.0452854
"1015"	"NLA06608-2266"	1	23	6	2007	44.18421481	-106.7589307	"WY"	"Region_8"	"NPL"	"10"	"10090205"	"MAN-MADE"	0.120427423	1.501258521	1604.99	21	1.220359698	10.66733876
"1016"	"NLA06608-2267"	1	6	8	2007	41.51785892	-85.30057505	"IN"	"Region_5"	"UMW"	"4"	"4050001"	"NATURAL"	0.315038701	2.664669268	286.48	7.6	1.339233878	10.83110054
"1017"	"NLA06608-2283"	1	17	7	2007	41.28362106	-85.78969754	"IN"	"Region_5"	"UMW"	"5"	"5120106"	"NATURAL"	1.940341279	7.859013238	255.79	11.9	1.591563706	4.403839589
"1018"	"NLA06608-2305"	1	16	7	2007	48.18443003	-116.5279847	"ID"	"Region_10"	"WMT"	"17"	"17010214"	"NATURAL"	0.39329509	3.231701168	694.9	14.3	1.453673925	9.925305104
"1019"	"NLA06608-2322"	1	23	8	2007	41.5055322	-111.3273337	"UT"	"Region_8"	"XER"	"16"	"16010101"	"MAN-MADE"	0.259655162	3.160537959	2108.82	12	1.749675852	11.3503748
"1020"	"NLA06608-2332"	1	9	8	2007	40.03137931	-99.30406582	"NE"	"Region_7"	"SPL"	"10"	"10250009"	"MAN-MADE"	53.12029295	96.66563845	593.39	13.7	3.741424286	2.001691105
"1021"	"NLA06608-2333"	1	31	7	2007	38.64382658	-75.54742044	"DE"	"Region_3"	"CPL"	"2"	"2060008"	"MAN-MADE"	0.272760105	3.812617946	1.55	1.5	2.059339412	11.8008444
"1022"	"NLA06608-2345"	1	16	8	2007	39.34812677	-110.9481455	"UT"	"Region_8"	"XER"	"14"	"14060009"	"MAN-MADE"	0.967004996	5.070122669	1780	7.5	1.454451272	2.500256737
"1023"	"NLA06608-2354"	1	13	7	2007	41.70544844	-71.45889451	"RI"	"Region_1"	"NAP"	"1"	"1090004"	"NATURAL"	0.216732829	1.860982254	4.74	14.5	1.127651626	3.729155483
"1024"	"NLA06608-2372"	1	28	8	2007	36.27424052	-109.2028896	"AZ"	"Region_9"	"XER"	"14"	"14080204"	"MAN-MADE"	1.051886371	7.881698265	2142.7	5.2	2.167856139	1.201463105
"1025"	"NLA06608-2379"	1	31	7	2007	41.24777405	-105.7229345	"WY"	"Region_8"	"XER"	"10"	"10180010"	"MAN-MADE"	0.516410656	3.933171121	2191.92	6.1	1.543975171	9.120162412
"1026"	"NLA06608-2418"	1	11	7	2007	41.55977063	-71.4790807	"RI"	"Region_1"	"NAP"	"1"	"1090004"	"MAN-MADE"	0.63795436	5.982377526	14.73	1.4	2.112876338	1.377002681
"1027"	"NLA06608-2426"	1	27	9	2007	47.6347722	-110.4842973	"MT"	"Region_8"	"NPL"	"10"	"10040102"	"NATURAL"	0.681847673	4.64858198	1019	1.4	1.588078189	2.009451518
"1028"	"NLA06608-2429"	1	14	8	2007	40.34377825	-111.0606041	"UT"	"Region_8"	"XER"	"14"	"14060004"	"MAN-MADE"	1.134051769	7.566814552	2342	23.8	2.004433803	4.614972384
"1029"	"NLA06608-2438"	1	11	9	2007	42.06680514	-119.5634013	"OR"	"Region_10"	"XER"	"17"	"17120008"	"MAN-MADE"	0.270548646	3.72441736	1636.22	1.7	2.019903992	10.04600704
"1030"	"NLA06608-2450"	1	24	7	2007	43.63164375	-124.1790441	"OR"	"Region_10"	"WMT"	"17"	"17100304"	"NATURAL"	0.144841823	1.894191771	68.29	10.5	1.404015887	16.39814678
"1031"	"NLA06608-2453"	1	10	7	2007	41.80418482	-116.2369826	"NV"	"Region_9"	"XER"	"17"	"17050105"	"MAN-MADE"	0.476229714	4.670710357	1639	6.1	1.9092806	2.549720428
"1032"	"NLA06608-2457"	1	23	8	2007	37.43723737	-113.0490711	"UT"	"Region_8"	"WMT"	"15"	"15010008"	"MAN-MADE"	0.831015581	7.154614838	2474	4.8	2.21399555	4.518520298
"1033"	"NLA06608-2463"	1	19	7	2007	40.17547463	-110.4849079	"UT"	"Region_8"	"XER"	"14"	"14060004"	"MAN-MADE"	13.31971192	52.84347808	1741	25	4.084501374	2.500256737
"1034"	"NLA06608-2477"	1	26	6	2007	37.56936135	-115.2249025	"NV"	"Region_9"	"XER"	"15"	"15010011"	"MAN-MADE"	0.818522853	4.749179487	1169.22	1.4	1.480806277	0.941492486
"1035"	"NLA06608-2481"	1	1	8	2007	43.98862837	-119.3927622	"OR"	"Region_10"	"WMT"	"17"	"17070201"	"MAN-MADE"	0.05932808	1.052801011	1391.89	5.6	1.219301798	168.5476261
"1036"	"NLA06608-2492"	1	24	7	2007	34.47617113	-89.66897642	"MS"	"Region_4"	"CPL"	"8"	"8030201"	"MAN-MADE"	124.5903176	240.2747753	82.01	6.1	6.072410205	3.876539726
"1037"	"NLA06608-2497"	1	17	7	2007	48.00821961	-116.9701212	"ID"	"Region_10"	"WMT"	"17"	"17010214"	"MAN-MADE"	0.544877937	3.420549716	686	1.2	1.307197966	3.664950899
"1038"	"NLA06608-2507"	1	11	7	2007	40.07519519	-86.05550077	"IN"	"Region_5"	"TPL"	"5"	"5120201"	"MAN-MADE"	5.90627289	55.35230396	254.81	12.2	6.425013078	2.451426407
"1039"	"NLA06608-2513"	1	21	8	2007	47.13285576	-122.5619208	"WA"	"Region_10"	"WMT"	"17"	"17110019"	"NATURAL"	4.414867637	17.47030509	72.65	28.9	2.345506893	2.337088279
"1040"	"NLA06608-2523"	1	31	7	2007	41.34688657	-85.42886396	"IN"	"Region_5"	"UMW"	"4"	"4050001"	"NATURAL"	0.259465024	3.367300862	270.04	6.5	1.864822834	10.83110054
"1041"	"NLA06608-2524"	1	14	9	2007	31.95537014	-91.220466	"LA"	"Region_6"	"CPL"	"8"	"8050003"	"NATURAL"	11.15177547	39.97380771	18.58	10	3.376747436	1.855043389
"1042"	"NLA06608-2565"	1	22	8	2007	28.32320111	-81.22725223	"FL"	"Region_4"	"CPL"	"3"	"3090101"	"NATURAL"	0.638362894	3.142083677	18.58	3.5	1.10937659	59.90916701
"1043"	"NLA06608-2566"	1	12	7	2007	41.37985994	-71.79479768	"RI"	"Region_1"	"NAP"	"1"	"1090005"	"NATURAL"	0.692580455	3.199490894	10.73	0.5	1.084528154	1.377002681
"1044"	"NLA06608-2593"	1	26	7	2007	28.09210404	-81.70713268	"FL"	"Region_4"	"CPL"	"3"	"3100101"	"NATURAL"	2.89813335	7.515921936	38.73	4	1.245426626	2.082890779
"1045"	"NLA06608-2629"	1	10	7	2007	28.84218233	-81.27307172	"FL"	"Region_4"	"CPL"	"3"	"3080101"	"NATURAL"	35.65564896	34.09077373	0.3	2.3	1.610526049	2.082890779
"1046"	"NLA06608-2634"	1	30	7	2007	44.94116736	-109.5249202	"WY"	"Region_8"	"WMT"	"10"	"10070006"	"NATURAL"	0.15176703	2.228599831	2911	3.5	1.61375813	40.31619797
"1047"	"NLA06608-2640"	1	9	8	2007	40.36170146	-100.7051997	"NE"	"Region_7"	"SPL"	"10"	"10250007"	"MAN-MADE"	6.44459313	45.64532018	787.34	12.2	5.072167346	2.001691105
"1048"	"NLA06608-2644"	1	20	8	2007	39.07938034	-85.24189644	"IN"	"Region_5"	"TPL"	"5"	"5090203"	"MAN-MADE"	0.794845161	11.68529948	278.59	6.1	3.697376255	2.451426407
"1049"	"NLA06608-2655"	1	29	8	2007	40.72496185	-109.1845335	"UT"	"Region_8"	"XER"	"14"	"14040106"	"MAN-MADE"	0.432853291	4.283173476	2184	3	1.836497623	11.3503748
"1050"	"NLA06608-2657"	1	13	9	2007	28.16663717	-81.83272347	"FL"	"Region_4"	"CPL"	"3"	"3100208"	"NATURAL"	0.300350793	2.76667024	42.88	1.2	1.424092093	162.2441275
"1051"	"NLA06608-2663"	1	10	7	2007	29.20565727	-95.35917721	"TX"	"Region_6"	"CPL"	"12"	"12040205"	"MAN-MADE"	0.300136771	2.687945037	6.1	1.3	1.384062969	141.9780468
"1052"	"NLA06608-2673"	1	18	9	2007	44.30658171	-118.6850367	"OR"	"Region_10"	"WMT"	"17"	"17070201"	"NATURAL"	0.127253208	1.751292625	1915.02	6	1.384903192	16.39814678
"1053"	"NLA06608-2685"	1	14	9	2007	40.68363702	-110.9547924	"UT"	"Region_8"	"WMT"	"16"	"16020203"	"MAN-MADE"	0.263500546	2.125015839	2992.89	12.7	1.167794647	12.23691498
"1054"	"NLA06608-2696"	1	26	7	2007	32.8366626	-96.71956089	"TX"	"Region_6"	"SPL"	"12"	"12030105"	"MAN-MADE"	4.271517693	18.29744509	139.59	4.6	2.497436276	16.13275341
"1055"	"NLA06608-2704"	1	11	9	2007	35.8844838	-100.1852787	"TX"	"Region_6"	"SPL"	"11"	"11090106"	"MAN-MADE"	0.226660472	1.85353901	690.11	2.9	1.098269452	39.67798341
"1056"	"NLA06608-2708"	1	8	8	2007	39.54217646	-86.49533079	"IN"	"Region_5"	"SAP"	"5"	"5120201"	"MAN-MADE"	0.108832819	2.163380357	229.37	6.4	1.849898976	24.23435564
"1057"	"NLA06608-2714"	1	11	8	2007	43.82780189	-104.1093535	"WY"	"Region_8"	"WMT"	"10"	"10120107"	"MAN-MADE"	0.302994639	2.762673258	1333	7.7	1.415816989	26.62809011
"1058"	"NLA06608-2715"	1	17	8	2007	41.99075603	-103.61424	"NE"	"Region_7"	"SPL"	"10"	"10180009"	"MAN-MADE"	2.967030372	9.674908319	1274.69	3	1.584458725	4.160811284
"1059"	"NLA06608-2726"	1	12	9	2007	43.71378677	-121.7665432	"OR"	"Region_10"	"WMT"	"17"	"17070301"	"NATURAL"	0.40866979	2.309861209	1321.96	15.2	1.019282777	10.83066738
"1060"	"NLA06608-2740"	1	14	8	2007	41.29419937	-98.90220683	"NE"	"Region_7"	"SPL"	"10"	"10210003"	"MAN-MADE"	11.17854691	76.75741229	657.71	11.2	6.476236743	2.001691105
"1061"	"NLA06608-2753"	1	30	8	2007	47.57068723	-117.6889884	"WA"	"Region_10"	"XER"	"17"	"17010307"	"NATURAL"	0.496451791	3.906758776	731.19	15.5	1.564131	2.337088279
"1062"	"NLA06608-2759"	1	30	8	2007	30.75592819	-98.68391282	"TX"	"Region_6"	"SPL"	"12"	"12090204"	"MAN-MADE"	0.208752742	3.273441187	300.97	1.8	2.021080054	39.67798341
"1063"	"NLA06608-2776"	1	16	10	2007	33.49584507	-96.95936703	"TX"	"Region_6"	"SPL"	"12"	"12030103"	"MAN-MADE"	0.119690457	1.812737448	199.79	4.3	1.478087733	60.07435861
"1064"	"NLA06608-2779"	1	18	7	2007	41.27976472	-85.70517583	"IN"	"Region_5"	"UMW"	"5"	"5120106"	"NATURAL"	1.195818466	6.221162447	254.89	13.1	1.604848283	4.403839589
"1065"	"NLA06608-2797"	1	28	6	2007	37.90869352	-114.264347	"NV"	"Region_9"	"XER"	"15"	"15010013"	"MAN-MADE"	0.235001718	3.751115615	1604	4	2.18283043	2.549720428
"1066"	"NLA06608-2800"	1	25	9	2007	47.67808029	-112.4771506	"MT"	"Region_8"	"NPL"	"10"	"10030104"	"MAN-MADE"	6.174970922	23.28450537	1332	8.8	2.643288863	2.212647044
"1067"	"NLA06608-2801"	1	1	8	2007	42.08566286	-112.689224	"ID"	"Region_10"	"XER"	"16"	"16020309"	"MAN-MADE"	0.501937998	6.513127596	1401	2.7	2.593340946	3.399432485
"1068"	"NLA06608-2807"	1	13	8	2007	31.90669248	-97.41861663	"TX"	"Region_6"	"SPL"	"12"	"12060202"	"MAN-MADE"	57.64756134	166.292342	159.15	21.5	6.178411749	2.186087249
"1069"	"NLA06608-2823"	1	5	9	2007	31.29345058	-92.74143447	"LA"	"Region_6"	"CPL"	"11"	"11140207"	"MAN-MADE"	6.523208452	36.58472765	30.12	6.5	4.040771254	1.855043389
"1070"	"NLA06608-2824"	1	13	8	2007	41.76461732	-98.66083463	"NE"	"Region_7"	"SPL"	"10"	"10210010"	"MAN-MADE"	0.505622725	4.773219986	610.76	4.9	1.893621718	3.778708663
"1071"	"NLA06608-2831"	1	1	8	2007	34.14749294	-85.7918613	"AL"	"Region_4"	"SAP"	"3"	"3150105"	"MAN-MADE"	113.8434074	509.0235001	171.92	13.5	13.45795147	1.773181454
"1072"	"NLA06608-2833"	1	15	8	2007	47.91880419	-120.164879	"WA"	"Region_10"	"XER"	"17"	"17020009"	"MAN-MADE"	0.766525159	4.397976296	375.52	18.5	1.4170486	7.363183584
"1073"	"NLA06608-2874"	1	26	9	2007	46.93083483	-111.9632243	"MT"	"Region_8"	"NPL"	"10"	"10030101"	"MAN-MADE"	14.85759315	60.58810244	1091	35.1	4.434127616	2.212647044
"1074"	"NLA06608-2881"	1	21	9	2007	48.45509278	-114.388	"MT"	"Region_8"	"WMT"	"17"	"17010210"	"NATURAL"	13.35841549	26.06315998	913	49.7	2.011614068	1.69454268
"1075"	"NLA06608-2889"	1	18	7	2007	38.70359768	-118.7179736	"NV"	"Region_9"	"XER"	"16"	"16050304"	"MAN-MADE"	143.7842575	55.39909645	1207.07	24	1.303293052	1.224245099
"1076"	"NLA06608-2891"	1	16	7	2007	41.23224913	-85.98525778	"IN"	"Region_5"	"UMW"	"5"	"5120106"	"NATURAL"	0.253290775	2.274084648	241.29	11.9	1.274653104	10.83110054
"1077"	"NLA06608-2916"	1	6	8	2007	38.21295517	-87.11602237	"IN"	"Region_5"	"TPL"	"5"	"5140201"	"MAN-MADE"	0.109151908	1.973631123	179.9	4.6	1.685176477	27.49163488
"1078"	"NLA06608-2924"	1	1	8	2007	32.23706223	-101.3181565	"TX"	"Region_6"	"SPL"	"12"	"12080007"	"MAN-MADE"	0.567550829	5.998923679	711.05	10	2.246291034	14.65122326
"1079"	"NLA06608-2954"	1	26	7	2007	44.02361323	-111.6037333	"ID"	"Region_10"	"XER"	"17"	"17040203"	"NATURAL"	0.191483149	3.118321311	1536.82	2.4	2.010252681	13.93868093
"1080"	"NLA06608-2955"	1	28	6	2007	33.55680923	-86.14384613	"AL"	"Region_4"	"SAP"	"3"	"3150106"	"MAN-MADE"	103.6072355	688.1584853	141.76	9.5	19.07165994	6.199149829
"1081"	"NLA06608-2972"	1	19	8	2007	42.45325719	-100.649942	"NE"	"Region_7"	"SPL"	"10"	"10210006"	"NATURAL"	0.541210154	4.637202284	903.39	1.7	1.778148964	3.778708663
"1082"	"NLA06608-2987"	1	1	8	2007	41.67863226	-86.36950208	"IN"	"Region_5"	"UMW"	"7"	"7120001"	"NATURAL"	0.309276937	6.878255825	218.76	2.3	3.488989199	10.83110054
"1083"	"NLA06608-2996"	1	18	10	2007	33.9804795	-98.7099336	"TX"	"Region_6"	"SPL"	"11"	"11130206"	"MAN-MADE"	0.839335721	5.915633098	314.95	5.2	1.821496935	14.65122326
"1084"	"NLA06608-3032"	1	17	10	2007	33.8415669	-97.25082795	"TX"	"Region_6"	"SPL"	"11"	"11130201"	"MAN-MADE"	0.042796391	0.848543616	268.28	3.6	1.157086072	210.5049403
"1085"	"NLA06608-3035"	1	25	7	2007	41.55099685	-85.2868168	"IN"	"Region_5"	"UMW"	"4"	"4050001"	"NATURAL"	0.262720956	2.071810231	295.6	16	1.140243705	10.83110054
"1086"	"NLA06608-3083"	1	6	8	2007	30.85367701	-95.34226168	"TX"	"Region_6"	"CPL"	"12"	"12030202"	"MAN-MADE"	337.5739161	649.0819213	39.91	20	9.965753483	2.186087249
